country,cause,effect,p,q_BH,significant_FDR
Morocco,Exchange_Rate_lag1,Capital_Formation_lag1,0.1738274328953711,0.32971138884670387,False
Morocco,Exchange_Rate_lag1,Inflation_lag1,0.2938621632913707,0.42350723533168133,False
Morocco,Exchange_Rate_lag1,Government_Debt_lag1,0.3384766400954774,0.4482528476940106,False
Morocco,Exchange_Rate_lag1,Trade_Balance_lag1,0.0069576263513636,0.0659852305580935,False
Morocco,Exchange_Rate_lag1,Reserves_lag1,0.0362049847690572,0.14547879490930216,False
Morocco,Government_Debt_lag1,GDP_Growth,0.2747383125679389,0.40932006564451345,False
Morocco,Government_Debt_lag1,Capital_Formation_lag1,0.2127592866411496,0.36156780504334096,False
Morocco,Government_Debt_lag1,Inflation_lag1,0.1099460621435289,0.264951985821291,False
Morocco,Government_Debt_lag1,Exchange_Rate_lag1,0.0147666255818384,0.09430403856494941,False
Morocco,Government_Debt_lag1,Trade_Balance_lag1,0.0275704515223419,0.13073730238013742,False
Morocco,Government_Debt_lag1,Reserves_lag1,0.0029949604660152,0.043631551907447,True
Morocco,Trade_Balance_lag1,GDP_Growth,0.0544865753774223,0.19070301382097804,False
Morocco,Trade_Balance_lag1,Capital_Formation_lag1,0.0807641904358785,0.21945957432165145,False
Morocco,Trade_Balance_lag1,Inflation_lag1,0.1712443205825053,0.3269209756575101,False
Morocco,Trade_Balance_lag1,Exchange_Rate_lag1,0.014185780987684,0.09309113541602569,False
Morocco,Trade_Balance_lag1,Government_Debt_lag1,0.0049267032526235,0.05793803025085237,False
Morocco,Trade_Balance_lag1,Reserves_lag1,0.2505513489430896,0.3918196627088742,False
Morocco,Reserves_lag1,GDP_Growth,0.1506556915219706,0.3013113830439412,False
Morocco,Reserves_lag1,Capital_Formation_lag1,0.148433841116406,0.3013113830439412,False
Morocco,Reserves_lag1,Inflation_lag1,0.4000751632395012,0.49629577211988757,False
Morocco,Reserves_lag1,Exchange_Rate_lag1,0.139048287102237,0.29347181769908476,False
Morocco,Reserves_lag1,Government_Debt_lag1,0.2333262442407061,0.37556618857851404,False
Morocco,Reserves_lag1,Trade_Balance_lag1,0.0075287967170758,0.06707473438849348,False
France,GDP_Growth,Capital_Formation_lag1,0.0109409670916429,0.08063640798817182,False
France,GDP_Growth,Inflation_lag1,0.0062200570007181,0.06292619004166992,False
France,GDP_Growth,Exchange_Rate_lag1,0.6368121632457364,0.6808100945245328,False
France,GDP_Growth,Government_Debt_lag1,8.005000600497991e-07,0.00023534701765464094,True
France,GDP_Growth,Trade_Balance_lag1,0.0017974925378822,0.03302892538358543,True
France,GDP_Growth,Reserves_lag1,0.7180498672138964,0.7510470566197485,False
France,Capital_Formation_lag1,GDP_Growth,0.1698524593517751,0.3263831571857639,False
France,Capital_Formation_lag1,Inflation_lag1,0.6461096639320894,0.6857626035957916,False
France,Capital_Formation_lag1,Exchange_Rate_lag1,0.3521422211733327,0.4612424990939455,False
France,Capital_Formation_lag1,Government_Debt_lag1,0.1891687271329843,0.351941502104864,False
France,Capital_Formation_lag1,Trade_Balance_lag1,0.1392571959441918,0.29347181769908476,False
France,Capital_Formation_lag1,Reserves_lag1,0.2756645340054887,0.40932006564451345,False
France,Inflation_lag1,GDP_Growth,0.2557583861597451,0.39575245016297406,False
France,Inflation_lag1,Capital_Formation_lag1,0.2528175154185718,0.39327169065111167,False
France,Inflation_lag1,Exchange_Rate_lag1,0.1903357103220183,0.351941502104864,False
France,Inflation_lag1,Government_Debt_lag1,0.6879794519731829,0.7269990204942605,False
France,Inflation_lag1,Trade_Balance_lag1,0.5111119586013915,0.5846961705401131,False
France,Inflation_lag1,Reserves_lag1,0.0250244342628184,0.12907339777664228,False
France,Exchange_Rate_lag1,GDP_Growth,0.3049361299371558,0.43101549135347983,False
France,Exchange_Rate_lag1,Capital_Formation_lag1,0.7392779474342123,0.7653088610762621,False
France,Exchange_Rate_lag1,Inflation_lag1,0.274696725090215,0.40932006564451345,False
France,Exchange_Rate_lag1,Government_Debt_lag1,0.2374907846996419,0.3794689712048626,False
France,Exchange_Rate_lag1,Trade_Balance_lag1,0.0395976115427694,0.14836923010197045,False
France,Exchange_Rate_lag1,Reserves_lag1,0.4076373595065393,0.5014451200624375,False
France,Government_Debt_lag1,GDP_Growth,0.6259469257176553,0.6758884043429864,False
France,Government_Debt_lag1,Capital_Formation_lag1,0.1193386649610186,0.2741059960823396,False
France,Government_Debt_lag1,Inflation_lag1,0.5565703592432045,0.6174780589339703,False
France,Government_Debt_lag1,Exchange_Rate_lag1,0.0098379293241528,0.0803430894805812,False
France,Government_Debt_lag1,Trade_Balance_lag1,0.0370333756367434,0.14547879490930216,False
France,Government_Debt_lag1,Reserves_lag1,0.1050597267834206,0.2570747342583847,False
France,Trade_Balance_lag1,GDP_Growth,0.4343311601812033,0.531891867318586,False
France,Trade_Balance_lag1,Capital_Formation_lag1,0.5990004029199627,0.6571123823077203,False
France,Trade_Balance_lag1,Inflation_lag1,0.6432758095189206,0.6852285797049371,False
France,Trade_Balance_lag1,Exchange_Rate_lag1,0.0153382400038815,0.09430403856494941,False
France,Trade_Balance_lag1,Government_Debt_lag1,0.5462717552573404,0.6106612016945174,False
France,Trade_Balance_lag1,Reserves_lag1,0.5139267350521521,0.5856374422687315,False
France,Reserves_lag1,GDP_Growth,0.3852015784811222,0.48397121398910226,False
France,Reserves_lag1,Capital_Formation_lag1,0.0015959850713409,0.032517517832141164,True
France,Reserves_lag1,Inflation_lag1,0.2054038428967831,0.36080739764813924,False
France,Reserves_lag1,Exchange_Rate_lag1,0.3162601569419074,0.43652810394798486,False
France,Reserves_lag1,Government_Debt_lag1,0.1885602485628131,0.351941502104864,False
France,Reserves_lag1,Trade_Balance_lag1,0.2928539437229656,0.42350723533168133,False
DRC,GDP_Growth,Capital_Formation_lag1,0.4399777044091968,0.5323187041000159,False
DRC,GDP_Growth,Inflation_lag1,0.0861800887757395,0.22826077567628303,False
DRC,GDP_Growth,Exchange_Rate_lag1,0.0008070605740335,0.021570528069622633,True
DRC,GDP_Growth,Government_Debt_lag1,0.0101120248160191,0.08034960259215178,False
DRC,GDP_Growth,Trade_Balance_lag1,0.3007670433296334,0.42717638038121847,False
DRC,GDP_Growth,Reserves_lag1,0.474886334925632,0.5562413644148836,False
DRC,Capital_Formation_lag1,GDP_Growth,0.5189345027471529,0.5890607869021736,False
DRC,Capital_Formation_lag1,Inflation_lag1,0.0770690368947042,0.21375751742493426,False
DRC,Capital_Formation_lag1,Exchange_Rate_lag1,0.075741249522322,0.2120754986625016,False
DRC,Capital_Formation_lag1,Government_Debt_lag1,0.3936554216093565,0.4924880593751098,False
DRC,Capital_Formation_lag1,Trade_Balance_lag1,0.5335713511653999,0.6010343955656228,False
DRC,Capital_Formation_lag1,Reserves_lag1,0.2309822636327015,0.37518666026527203,False
DRC,Inflation_lag1,GDP_Growth,0.2110845999846257,0.36080739764813924,False
DRC,Inflation_lag1,Capital_Formation_lag1,0.2179338175076967,0.36823300199576336,False
DRC,Inflation_lag1,Exchange_Rate_lag1,0.1964153074238937,0.35212101810309515,False
DRC,Inflation_lag1,Government_Debt_lag1,0.3237270596725898,0.44193714689365887,False
DRC,Inflation_lag1,Trade_Balance_lag1,0.2265445867434987,0.37418038484600347,False
DRC,Inflation_lag1,Reserves_lag1,0.1964212481935633,0.35212101810309515,False
DRC,Exchange_Rate_lag1,GDP_Growth,0.7953087552610099,0.8175551540095696,False
DRC,Exchange_Rate_lag1,Capital_Formation_lag1,0.0940934290516491,0.24699525126057886,False
DRC,Exchange_Rate_lag1,Inflation_lag1,0.2228110552073907,0.37009293915803876,False
DRC,Exchange_Rate_lag1,Government_Debt_lag1,0.0242217274534136,0.12907339777664228,False
DRC,Exchange_Rate_lag1,Trade_Balance_lag1,0.0688058436432257,0.2070893665589151,False
DRC,Exchange_Rate_lag1,Reserves_lag1,0.0249509497052315,0.12907339777664228,False
DRC,Government_Debt_lag1,GDP_Growth,0.335210618179474,0.44593629748762603,False
DRC,Government_Debt_lag1,Capital_Formation_lag1,0.0711991281908835,0.2093254368811975,False
DRC,Government_Debt_lag1,Inflation_lag1,0.039867922374339,0.14836923010197045,False
DRC,Government_Debt_lag1,Exchange_Rate_lag1,0.0040278549291759,0.053826788598987034,False
DRC,Government_Debt_lag1,Trade_Balance_lag1,0.4679563417481196,0.5525267649556111,False
DRC,Government_Debt_lag1,Reserves_lag1,0.0977163239304078,0.24766033823741287,False
DRC,Trade_Balance_lag1,GDP_Growth,0.4975637335985837,0.5736617163842493,False
DRC,Trade_Balance_lag1,Capital_Formation_lag1,0.0081286588769691,0.06868403913249396,False
DRC,Trade_Balance_lag1,Inflation_lag1,0.029165648947054,0.13322822008290336,False
DRC,Trade_Balance_lag1,Exchange_Rate_lag1,0.1376494422527929,0.29347181769908476,False
DRC,Trade_Balance_lag1,Government_Debt_lag1,0.0120913714274671,0.08413664687571204,False
DRC,Trade_Balance_lag1,Reserves_lag1,0.4360065987203374,0.531891867318586,False
DRC,Reserves_lag1,GDP_Growth,0.2889370863780627,0.42179349957061846,False
DRC,Reserves_lag1,Capital_Formation_lag1,0.0404852610189111,0.1487833342444983,False
DRC,Reserves_lag1,Inflation_lag1,0.2051934821294715,0.36080739764813924,False
DRC,Reserves_lag1,Exchange_Rate_lag1,0.0612810884087344,0.19798505485898807,False
DRC,Reserves_lag1,Government_Debt_lag1,0.0106200522920989,0.08063640798817182,False
DRC,Reserves_lag1,Trade_Balance_lag1,0.296402052272009,0.4250839188681495,False
Nigeria,GDP_Growth,Capital_Formation_lag1,0.0163688914459469,0.0982133486756814,False
Nigeria,GDP_Growth,Inflation_lag1,0.4063146593326814,0.5014451200624375,False
Nigeria,GDP_Growth,Exchange_Rate_lag1,0.3307903580681212,0.4448924391994287,False
Nigeria,GDP_Growth,Government_Debt_lag1,0.0579665498673896,0.19366097342059707,False
Nigeria,GDP_Growth,Trade_Balance_lag1,0.0707141182851968,0.2093254368811975,False
Nigeria,GDP_Growth,Reserves_lag1,0.0074179844418234,0.06707473438849348,False
Nigeria,Capital_Formation_lag1,GDP_Growth,0.5528817884873145,0.6157092644517821,False
Nigeria,Capital_Formation_lag1,Inflation_lag1,0.0081766713252969,0.06868403913249396,False
Nigeria,Capital_Formation_lag1,Exchange_Rate_lag1,0.20981644145788,0.36080739764813924,False
Nigeria,Capital_Formation_lag1,Government_Debt_lag1,0.0058584022145572,0.06292619004166992,False
Nigeria,Capital_Formation_lag1,Trade_Balance_lag1,0.6923862215672172,0.7270055326455781,False
Nigeria,Capital_Formation_lag1,Reserves_lag1,0.3078675539906859,0.4310923717658636,False
Nigeria,Inflation_lag1,GDP_Growth,0.3446675572390605,0.4544047615618107,False
Nigeria,Inflation_lag1,Capital_Formation_lag1,0.2282744227938199,0.3749311748680617,False
Nigeria,Inflation_lag1,Exchange_Rate_lag1,0.1248108228385905,0.2822644762657355,False
Nigeria,Inflation_lag1,Government_Debt_lag1,0.8574347673626019,0.8633076082349486,False
Nigeria,Inflation_lag1,Trade_Balance_lag1,0.1169682386745125,0.2741059960823396,False
Nigeria,Inflation_lag1,Reserves_lag1,0.2412356422180009,0.3833690746599582,False
Nigeria,Exchange_Rate_lag1,GDP_Growth,0.0738430159453685,0.2093884510338479,False
Nigeria,Exchange_Rate_lag1,Capital_Formation_lag1,0.0262136568936467,0.13073730238013742,False
Nigeria,Exchange_Rate_lag1,Inflation_lag1,0.0551780932981863,0.19085128740784435,False
Nigeria,Exchange_Rate_lag1,Government_Debt_lag1,0.0299083759369783,0.13322822008290336,False
Nigeria,Exchange_Rate_lag1,Trade_Balance_lag1,0.0564150324028644,0.19244734002546268,False
Nigeria,Exchange_Rate_lag1,Reserves_lag1,0.8443673832390299,0.8560138299043959,False
Nigeria,Government_Debt_lag1,GDP_Growth,0.5944273414131962,0.6545379714437441,False
Nigeria,Government_Debt_lag1,Capital_Formation_lag1,0.3589001566114527,0.4652079764961036,False
Nigeria,Government_Debt_lag1,Inflation_lag1,0.0004629228502453,0.015122146441346466,True
Nigeria,Government_Debt_lag1,Exchange_Rate_lag1,0.6276106611756302,0.6758884043429864,False
Nigeria,Government_Debt_lag1,Trade_Balance_lag1,0.1000735847932953,0.2508366452292132,False
Nigeria,Government_Debt_lag1,Reserves_lag1,0.3978669804710305,0.4956478485528939,False
Nigeria,Trade_Balance_lag1,GDP_Growth,0.0625416966687915,0.19905409150967057,False
Nigeria,Trade_Balance_lag1,Capital_Formation_lag1,0.2991446525171083,0.4269346011651934,False
Nigeria,Trade_Balance_lag1,Inflation_lag1,0.0294917437726021,0.13322822008290336,False
Nigeria,Trade_Balance_lag1,Exchange_Rate_lag1,0.1175254247359814,0.2741059960823396,False
Nigeria,Trade_Balance_lag1,Government_Debt_lag1,8.877482448944501e-06,0.000888291972323182,True
Nigeria,Trade_Balance_lag1,Reserves_lag1,0.1017888961530912,0.2514784493194018,False
Nigeria,Reserves_lag1,GDP_Growth,0.2779527456719851,0.4106437549123799,False
Nigeria,Reserves_lag1,Capital_Formation_lag1,0.0973747225796599,0.24766033823741287,False
Nigeria,Reserves_lag1,Inflation_lag1,0.1473431089055711,0.3013113830439412,False
Nigeria,Reserves_lag1,Exchange_Rate_lag1,0.1322151872603126,0.29226515078595416,False
Nigeria,Reserves_lag1,Government_Debt_lag1,0.0003725393336616,0.0136908205120638,True
Nigeria,Reserves_lag1,Trade_Balance_lag1,0.0016590570322521,0.032517517832141164,True
